to,from,p_value
OTU_77,OTU_65,0.99
OTU_78,OTU_65,0.99
OTU_79,OTU_65,0.91468809073724
OTU_80,OTU_65,0.99
OTU_81,OTU_65,0.99
OTU_82,OTU_65,0.99
OTU_83,OTU_65,0.99
OTU_84,OTU_65,0.99
OTU_85,OTU_65,0.7798637362637363
OTU_86,OTU_65,0.99
OTU_87,OTU_65,0.99
OTU_88,OTU_65,0.99
OTU_89,OTU_65,0.37883734586024664
OTU_90,OTU_65,0.37883734586024664
OTU_91,OTU_65,0.99
OTU_92,OTU_65,0.884473168820995
OTU_93,OTU_65,0.7275146594497068
OTU_94,OTU_65,0.99
OTU_95,OTU_65,0.99
OTU_96,OTU_65,0.99
OTU_97,OTU_65,0.99
OTU_98,OTU_65,0.99
OTU_99,OTU_65,0.99
OTU_100,OTU_65,0.99
OTU_101,OTU_65,0.99
OTU_102,OTU_65,0.99
OTU_103,OTU_65,0.5205701990317374
OTU_104,OTU_65,0.99
OTU_105,OTU_65,0.99
OTU_106,OTU_65,0.5205701990317374
OTU_107,OTU_65,0.99
OTU_108,OTU_65,0.99
OTU_109,OTU_65,0.99
OTU_110,OTU_65,0.5775089514066496
OTU_111,OTU_65,0.7275146594497068
OTU_112,OTU_65,0.99
OTU_113,OTU_65,0.99
OTU_114,OTU_65,0.99
OTU_115,OTU_65,0.99
OTU_116,OTU_65,0
OTU_117,OTU_65,0.99
OTU_118,OTU_65,0.99
OTU_119,OTU_65,0.99
OTU_120,OTU_65,0.6260650169820475
OTU_121,OTU_65,0.37883734586024664
OTU_122,OTU_65,0.99
OTU_123,OTU_65,0.9554387263976305
OTU_124,OTU_65,0.99
OTU_125,OTU_65,0.99
OTU_126,OTU_65,0.99
OTU_127,OTU_65,0.99
OTU_1,OTU_66,0.99
OTU_2,OTU_66,0.99
OTU_3,OTU_66,0.99
OTU_4,OTU_66,0.99
OTU_5,OTU_66,0
OTU_6,OTU_66,0.99
OTU_7,OTU_66,0.99
OTU_8,OTU_66,0.99
OTU_9,OTU_66,0.99
OTU_10,OTU_66,0.99
OTU_11,OTU_66,0.99
OTU_12,OTU_66,0.99
OTU_13,OTU_66,0.99
OTU_14,OTU_66,0.99
OTU_15,OTU_66,0.99
OTU_16,OTU_66,0.99
OTU_17,OTU_66,0.99
OTU_18,OTU_66,0.99
OTU_19,OTU_66,0.99
OTU_20,OTU_66,0.99
OTU_21,OTU_66,0.6818271488961953
OTU_22,OTU_66,0.99
OTU_23,OTU_66,0.99
OTU_24,OTU_66,0.99
OTU_25,OTU_66,0.99
OTU_26,OTU_66,0.99
OTU_27,OTU_66,0.99
OTU_28,OTU_66,0.99
OTU_29,OTU_66,0.6260650169820475
OTU_30,OTU_66,0.99
OTU_31,OTU_66,0.99
OTU_32,OTU_66,0.99
OTU_33,OTU_66,0.99
OTU_34,OTU_66,0.6818271488961953
OTU_35,OTU_66,0.99
OTU_36,OTU_66,0.99
OTU_37,OTU_66,0.99
OTU_38,OTU_66,0.99
OTU_39,OTU_66,0.99
OTU_40,OTU_66,0.99
OTU_41,OTU_66,0.99
OTU_42,OTU_66,0.99
OTU_43,OTU_66,0.99
OTU_44,OTU_66,0
OTU_45,OTU_66,0.99
OTU_46,OTU_66,0
OTU_47,OTU_66,0.99
OTU_48,OTU_66,0.99
OTU_49,OTU_66,0.99
OTU_50,OTU_66,0.37883734586024664
OTU_51,OTU_66,0.99
OTU_52,OTU_66,0.9554387263976305
OTU_53,OTU_66,0.99
OTU_54,OTU_66,0.99
OTU_55,OTU_66,0.99
OTU_56,OTU_66,0.99
OTU_57,OTU_66,0.99
OTU_58,OTU_66,0.99
OTU_59,OTU_66,0.99
OTU_60,OTU_66,0.5775089514066496
OTU_61,OTU_66,0.99
OTU_62,OTU_66,0.99
OTU_63,OTU_66,0.99
OTU_64,OTU_66,0.99
OTU_65,OTU_66,0.91468809073724
OTU_66,OTU_66,0
OTU_67,OTU_66,0.99
OTU_68,OTU_66,0.99
OTU_69,OTU_66,0.99
OTU_70,OTU_66,0.99
OTU_71,OTU_66,0.99
OTU_72,OTU_66,0.99
OTU_73,OTU_66,0.99
OTU_74,OTU_66,0.99
OTU_75,OTU_66,0.99
OTU_76,OTU_66,0
OTU_77,OTU_66,0.99
OTU_78,OTU_66,0.99
OTU_79,OTU_66,0.99
OTU_80,OTU_66,0.99
OTU_81,OTU_66,0.99
OTU_82,OTU_66,0.99
OTU_83,OTU_66,0.99
OTU_84,OTU_66,0.37883734586024664
OTU_85,OTU_66,0.99
OTU_86,OTU_66,0.99
OTU_87,OTU_66,0.99
OTU_88,OTU_66,0.99
OTU_89,OTU_66,0.99
OTU_90,OTU_66,0
OTU_91,OTU_66,0.99
OTU_92,OTU_66,0.99
OTU_93,OTU_66,0.99
OTU_94,OTU_66,0.99
OTU_95,OTU_66,0.99
OTU_96,OTU_66,0.99
OTU_97,OTU_66,0.99
OTU_98,OTU_66,0.8526921512810085
OTU_99,OTU_66,0.99
OTU_100,OTU_66,0.99
OTU_101,OTU_66,0.99
OTU_102,OTU_66,0.99
OTU_103,OTU_66,0.2163514419852448
OTU_104,OTU_66,0.99
OTU_105,OTU_66,0.99
OTU_106,OTU_66,0.99
OTU_107,OTU_66,0.99
OTU_108,OTU_66,0.99
OTU_109,OTU_66,0.99
OTU_110,OTU_66,0.99
OTU_111,OTU_66,0.99
OTU_112,OTU_66,0.99
OTU_113,OTU_66,0.8526921512810085
OTU_114,OTU_66,0.99
OTU_115,OTU_66,0.99
OTU_116,OTU_66,0
OTU_117,OTU_66,0.99
OTU_118,OTU_66,0.99
OTU_119,OTU_66,0.99
OTU_120,OTU_66,0.99
OTU_121,OTU_66,0.99
OTU_122,OTU_66,0.99
OTU_123,OTU_66,0.99
OTU_124,OTU_66,0.99
OTU_125,OTU_66,0.99
OTU_126,OTU_66,0.99
OTU_127,OTU_66,0.99
OTU_1,OTU_67,0.99
OTU_2,OTU_67,0.99
OTU_3,OTU_67,0.99
OTU_4,OTU_67,0.99
OTU_5,OTU_67,0
OTU_6,OTU_67,0.99
OTU_7,OTU_67,0.99
OTU_8,OTU_67,0.99
OTU_9,OTU_67,0.99
OTU_10,OTU_67,0.99
OTU_11,OTU_67,0.99
OTU_12,OTU_67,0.99
OTU_13,OTU_67,0.99
OTU_14,OTU_67,0.99
OTU_15,OTU_67,0.99
OTU_16,OTU_67,0.99
OTU_17,OTU_67,0.99
OTU_18,OTU_67,0.99
OTU_19,OTU_67,0.99
OTU_20,OTU_67,0.99
OTU_21,OTU_67,0.99
OTU_22,OTU_67,0.99
OTU_23,OTU_67,0.99
OTU_24,OTU_67,0.99
OTU_25,OTU_67,0.99
OTU_26,OTU_67,0.99
OTU_27,OTU_67,0.99
OTU_28,OTU_67,0.99
OTU_29,OTU_67,0.99
OTU_30,OTU_67,0.99
OTU_31,OTU_67,0.884473168820995
OTU_32,OTU_67,0.99
OTU_33,OTU_67,0.99
OTU_34,OTU_67,0.99
OTU_35,OTU_67,0.99
OTU_36,OTU_67,0.99
OTU_37,OTU_67,0.99
OTU_38,OTU_67,0.99
OTU_39,OTU_67,0.99
OTU_40,OTU_67,0.99
OTU_41,OTU_67,0.99
OTU_42,OTU_67,0.99
OTU_43,OTU_67,0.99
OTU_44,OTU_67,0.11798829553767375
OTU_45,OTU_67,0.99
OTU_46,OTU_67,0
OTU_47,OTU_67,0.99
OTU_48,OTU_67,0.99
OTU_49,OTU_67,0.99
OTU_50,OTU_67,0.5775089514066496
OTU_51,OTU_67,0.99
OTU_52,OTU_67,0.99
OTU_53,OTU_67,0.99
OTU_54,OTU_67,0.99
OTU_55,OTU_67,0.99
OTU_56,OTU_67,0.99
OTU_57,OTU_67,0.99
OTU_58,OTU_67,0.99
OTU_59,OTU_67,0.99
OTU_60,OTU_67,0.99
OTU_61,OTU_67,0.99
OTU_62,OTU_67,0.99
OTU_63,OTU_67,0.99
OTU_64,OTU_67,0.99
OTU_65,OTU_67,0.99
OTU_66,OTU_67,0.99
OTU_67,OTU_67,0
OTU_68,OTU_67,0.99
OTU_69,OTU_67,0.99
OTU_70,OTU_67,0.99
OTU_71,OTU_67,0.99
OTU_72,OTU_67,0.99
OTU_73,OTU_67,0.99
OTU_74,OTU_67,0.99
OTU_75,OTU_67,0.99
OTU_76,OTU_67,0.2163514419852448
OTU_77,OTU_67,0.99
OTU_78,OTU_67,0.99
OTU_79,OTU_67,0.99
OTU_80,OTU_67,0.99
OTU_81,OTU_67,0.99
OTU_82,OTU_67,0.99
OTU_83,OTU_67,0.99
OTU_84,OTU_67,0.8197712833545108
OTU_85,OTU_67,0.99
OTU_86,OTU_67,0.99
OTU_87,OTU_67,0.99
OTU_88,OTU_67,0.99
OTU_89,OTU_67,0.99
OTU_90,OTU_67,0.2163514419852448
OTU_91,OTU_67,0.99
OTU_92,OTU_67,0.99
OTU_93,OTU_67,0.99
OTU_94,OTU_67,0.99
OTU_95,OTU_67,0.99
OTU_96,OTU_67,0.99
OTU_97,OTU_67,0.99
OTU_98,OTU_67,0.99
OTU_99,OTU_67,0.99
OTU_100,OTU_67,0.99
OTU_101,OTU_67,0.99
OTU_102,OTU_67,0.99
OTU_103,OTU_67,0.7798637362637363
OTU_104,OTU_67,0.99
OTU_105,OTU_67,0.99
OTU_106,OTU_67,0.99
OTU_107,OTU_67,0.99
OTU_108,OTU_67,0.99
OTU_109,OTU_67,0.99
OTU_110,OTU_67,0.99
OTU_111,OTU_67,0.99
OTU_112,OTU_67,0.99
OTU_113,OTU_67,0.99
OTU_114,OTU_67,0.99
OTU_115,OTU_67,0.99
OTU_116,OTU_67,0
OTU_117,OTU_67,0.99
OTU_118,OTU_67,0.99
OTU_119,OTU_67,0.99
OTU_120,OTU_67,0.99
OTU_121,OTU_67,0.99
OTU_122,OTU_67,0.99
OTU_123,OTU_67,0.99
OTU_124,OTU_67,0.99
OTU_125,OTU_67,0.99
OTU_126,OTU_67,0.99
OTU_127,OTU_67,0.99
OTU_1,OTU_68,0.99
OTU_2,OTU_68,0.99
OTU_3,OTU_68,0.99
OTU_4,OTU_68,0.99
OTU_5,OTU_68,0
OTU_6,OTU_68,0.99
OTU_7,OTU_68,0.99
OTU_8,OTU_68,0.99
OTU_9,OTU_68,0.99
OTU_10,OTU_68,0.99
OTU_11,OTU_68,0.99
OTU_12,OTU_68,0.99
OTU_13,OTU_68,0.99
OTU_14,OTU_68,0.99
OTU_15,OTU_68,0.99
OTU_16,OTU_68,0.99
OTU_17,OTU_68,0.99
OTU_18,OTU_68,0.99
OTU_19,OTU_68,0.91468809073724
OTU_20,OTU_68,0.99
OTU_21,OTU_68,0.99
OTU_22,OTU_68,0.99
OTU_23,OTU_68,0.99
OTU_24,OTU_68,0.99
OTU_25,OTU_68,0.99
OTU_26,OTU_68,0.99
OTU_27,OTU_68,0.99
OTU_28,OTU_68,0.99
OTU_29,OTU_68,0.99
OTU_30,OTU_68,0.99
OTU_31,OTU_68,0.99
OTU_32,OTU_68,0.99
OTU_33,OTU_68,0.99
OTU_34,OTU_68,0.884473168820995
OTU_35,OTU_68,0.99
OTU_36,OTU_68,0.99
OTU_37,OTU_68,0.99
OTU_38,OTU_68,0.99
OTU_39,OTU_68,0.99
OTU_40,OTU_68,0.99
OTU_41,OTU_68,0.99
OTU_42,OTU_68,0.99
OTU_43,OTU_68,0.99
OTU_44,OTU_68,0
OTU_45,OTU_68,0.99
OTU_46,OTU_68,0
OTU_47,OTU_68,0.99
OTU_48,OTU_68,0.99
OTU_49,OTU_68,0.99
OTU_50,OTU_68,0.30072715972653824
OTU_51,OTU_68,0.99
OTU_52,OTU_68,0.99
OTU_53,OTU_68,0.99
OTU_54,OTU_68,0.99
OTU_55,OTU_68,0.99
OTU_56,OTU_68,0.99
OTU_57,OTU_68,0.99
OTU_58,OTU_68,0.99
OTU_59,OTU_68,0.99
OTU_60,OTU_68,0.99
OTU_61,OTU_68,0.99
OTU_62,OTU_68,0.99
OTU_63,OTU_68,0.99
OTU_64,OTU_68,0.99
OTU_65,OTU_68,0.99
OTU_66,OTU_68,0.99
OTU_67,OTU_68,0.99
OTU_68,OTU_68,0
OTU_69,OTU_68,0.99
OTU_70,OTU_68,0.99
OTU_71,OTU_68,0.99
OTU_72,OTU_68,0.99
OTU_73,OTU_68,0.99
OTU_74,OTU_68,0.99
OTU_75,OTU_68,0.99
OTU_76,OTU_68,0
OTU_77,OTU_68,0.99
OTU_78,OTU_68,0.99
OTU_79,OTU_68,0.99
OTU_80,OTU_68,0.99
OTU_81,OTU_68,0.99
OTU_82,OTU_68,0.99
OTU_83,OTU_68,0.99
OTU_84,OTU_68,0.99
OTU_85,OTU_68,0.99
OTU_86,OTU_68,0.99
OTU_87,OTU_68,0.99
OTU_88,OTU_68,0.99
OTU_89,OTU_68,0.99
OTU_90,OTU_68,0
OTU_91,OTU_68,0.99
OTU_92,OTU_68,0.99
OTU_93,OTU_68,0.99
OTU_94,OTU_68,0.99
OTU_95,OTU_68,0.99
OTU_96,OTU_68,0.99
OTU_97,OTU_68,0.99
OTU_98,OTU_68,0.99
OTU_99,OTU_68,0.99
OTU_100,OTU_68,0.99
OTU_101,OTU_68,0.99
OTU_102,OTU_68,0.99
OTU_103,OTU_68,0.8197712833545108
OTU_104,OTU_68,0.99
OTU_105,OTU_68,0.99
OTU_106,OTU_68,0.99
OTU_107,OTU_68,0.99
OTU_108,OTU_68,0.99
OTU_109,OTU_68,0.99
OTU_110,OTU_68,0.99
OTU_111,OTU_68,0.99
OTU_112,OTU_68,0.99
OTU_113,OTU_68,0.99
OTU_114,OTU_68,0.99
OTU_115,OTU_68,0.99
OTU_116,OTU_68,0
OTU_117,OTU_68,0.99
OTU_118,OTU_68,0.99
OTU_119,OTU_68,0.99
OTU_120,OTU_68,0.99
OTU_121,OTU_68,0.99
OTU_122,OTU_68,0.99
OTU_123,OTU_68,0.99
OTU_124,OTU_68,0.99
OTU_125,OTU_68,0.99
OTU_126,OTU_68,0.99
OTU_127,OTU_68,0.99
OTU_1,OTU_69,0.99
OTU_2,OTU_69,0.99
OTU_3,OTU_69,0.99
OTU_4,OTU_69,0.99
OTU_5,OTU_69,0
OTU_6,OTU_69,0.99
OTU_7,OTU_69,0.99
OTU_8,OTU_69,0.99
OTU_9,OTU_69,0.99
OTU_10,OTU_69,0.99
OTU_11,OTU_69,0.99
OTU_12,OTU_69,0.99
OTU_13,OTU_69,0.99
OTU_14,OTU_69,0.99
OTU_15,OTU_69,0.99
OTU_16,OTU_69,0.99
OTU_17,OTU_69,0.99
OTU_18,OTU_69,0.99
OTU_19,OTU_69,0.99
OTU_20,OTU_69,0.99
OTU_21,OTU_69,0.99
OTU_22,OTU_69,0.99
OTU_23,OTU_69,0.99
OTU_24,OTU_69,0.99
OTU_25,OTU_69,0.99
OTU_26,OTU_69,0.99
OTU_27,OTU_69,0.99
OTU_28,OTU_69,0.99
OTU_29,OTU_69,0.99
OTU_30,OTU_69,0.99
OTU_31,OTU_69,0.99
OTU_32,OTU_69,0.99
OTU_33,OTU_69,0.99
OTU_34,OTU_69,0.91468809073724
OTU_35,OTU_69,0.99
OTU_36,OTU_69,0.99
OTU_37,OTU_69,0.99
OTU_38,OTU_69,0.99
OTU_39,OTU_69,0.99
OTU_40,OTU_69,0.99
OTU_41,OTU_69,0.99
OTU_42,OTU_69,0.91468809073724
OTU_43,OTU_69,0.99
OTU_44,OTU_69,0.11798829553767375
OTU_45,OTU_69,0.99
OTU_46,OTU_69,0.11798829553767375
OTU_47,OTU_69,0.99
OTU_48,OTU_69,0.91468809073724
OTU_49,OTU_69,0.99
OTU_50,OTU_69,0.884473168820995
OTU_51,OTU_69,0.99
OTU_52,OTU_69,0.99
OTU_53,OTU_69,0.99
OTU_54,OTU_69,0.99
OTU_55,OTU_69,0.99
OTU_56,OTU_69,0.99
OTU_57,OTU_69,0.99
OTU_58,OTU_69,0.99
OTU_59,OTU_69,0.99
OTU_60,OTU_69,0.99
OTU_61,OTU_69,0.99
OTU_62,OTU_69,0.99
OTU_63,OTU_69,0.99
OTU_64,OTU_69,0.99
OTU_65,OTU_69,0.99
OTU_66,OTU_69,0.99
OTU_67,OTU_69,0.99
OTU_68,OTU_69,0.99
OTU_69,OTU_69,0
OTU_70,OTU_69,0.99
OTU_71,OTU_69,0.99
OTU_72,OTU_69,0.99
OTU_73,OTU_69,0.99
OTU_74,OTU_69,0.99
OTU_75,OTU_69,0.99
OTU_76,OTU_69,0.11798829553767375
OTU_77,OTU_69,0.99
OTU_78,OTU_69,0.99
OTU_79,OTU_69,0.99
OTU_80,OTU_69,0.99
OTU_81,OTU_69,0.99
OTU_82,OTU_69,0.99
OTU_83,OTU_69,0.99
OTU_84,OTU_69,0.7275146594497068
OTU_85,OTU_69,0.99
OTU_86,OTU_69,0.99
OTU_87,OTU_69,0.99
OTU_88,OTU_69,0.99
OTU_89,OTU_69,0.99
OTU_90,OTU_69,0.30072715972653824
OTU_91,OTU_69,0.99
OTU_92,OTU_69,0.99
OTU_93,OTU_69,0.99
OTU_94,OTU_69,0.99
OTU_95,OTU_69,0.99
OTU_96,OTU_69,0.99
OTU_97,OTU_69,0.99
OTU_98,OTU_69,0.99
OTU_99,OTU_69,0.99
OTU_100,OTU_69,0.99
OTU_101,OTU_69,0.99
OTU_102,OTU_69,0.99
OTU_103,OTU_69,0.8526921512810085
OTU_104,OTU_69,0.99
OTU_105,OTU_69,0.99
OTU_106,OTU_69,0.99
OTU_107,OTU_69,0.99
OTU_108,OTU_69,0.99
OTU_109,OTU_69,0.99
OTU_110,OTU_69,0.99
OTU_111,OTU_69,0.99
OTU_112,OTU_69,0.99
OTU_113,OTU_69,0.99
OTU_114,OTU_69,0.99
OTU_115,OTU_69,0.99
OTU_116,OTU_69,0.11798829553767375
OTU_117,OTU_69,0.99
OTU_118,OTU_69,0.99
OTU_119,OTU_69,0.99
OTU_120,OTU_69,0.99
OTU_121,OTU_69,0.99
OTU_122,OTU_69,0.99
OTU_123,OTU_69,0.99
OTU_124,OTU_69,0.99
OTU_125,OTU_69,0.99
OTU_126,OTU_69,0.99
OTU_127,OTU_69,0.99
OTU_1,OTU_70,0.99
OTU_2,OTU_70,0.99
OTU_3,OTU_70,0.99
OTU_4,OTU_70,0.99
OTU_5,OTU_70,0
OTU_6,OTU_70,0.99
OTU_7,OTU_70,0.99
OTU_8,OTU_70,0.99
OTU_9,OTU_70,0.99
OTU_10,OTU_70,0.99
OTU_11,OTU_70,0.99
OTU_12,OTU_70,0.99
OTU_13,OTU_70,0.99
OTU_14,OTU_70,0.99
OTU_15,OTU_70,0.99
OTU_16,OTU_70,0.99
OTU_17,OTU_70,0.99
OTU_18,OTU_70,0.99
OTU_19,OTU_70,0.884473168820995
OTU_20,OTU_70,0.99
OTU_21,OTU_70,0.99
OTU_22,OTU_70,0.99
OTU_23,OTU_70,0.99
OTU_24,OTU_70,0.99
OTU_25,OTU_70,0.99
OTU_26,OTU_70,0.99
OTU_27,OTU_70,0.99
OTU_28,OTU_70,0.99
OTU_29,OTU_70,0.99
OTU_30,OTU_70,0.99
OTU_31,OTU_70,0.99
OTU_32,OTU_70,0.99
OTU_33,OTU_70,0.99
OTU_34,OTU_70,0.2163514419852448
OTU_35,OTU_70,0.99
OTU_36,OTU_70,0.99
OTU_37,OTU_70,0.99
OTU_38,OTU_70,0.99
OTU_39,OTU_70,0.99
OTU_40,OTU_70,0.99
OTU_41,OTU_70,0.99
OTU_42,OTU_70,0.99
OTU_43,OTU_70,0.99
OTU_44,OTU_70,0
OTU_45,OTU_70,0.99
OTU_46,OTU_70,0
OTU_47,OTU_70,0.99
OTU_48,OTU_70,0.99
OTU_49,OTU_70,0.99
OTU_50,OTU_70,0.11798829553767375
OTU_51,OTU_70,0.99
OTU_52,OTU_70,0.99
OTU_53,OTU_70,0.99
OTU_54,OTU_70,0.99
OTU_55,OTU_70,0.99
OTU_56,OTU_70,0.99
OTU_57,OTU_70,0.99
OTU_58,OTU_70,0.99
OTU_59,OTU_70,0.99
OTU_60,OTU_70,0
OTU_61,OTU_70,0.99
OTU_62,OTU_70,0.99
OTU_63,OTU_70,0.99
OTU_64,OTU_70,0.99
OTU_65,OTU_70,0.30072715972653824
OTU_66,OTU_70,0.99
OTU_67,OTU_70,0.99
OTU_68,OTU_70,0.99
OTU_69,OTU_70,0.99
OTU_70,OTU_70,0
OTU_71,OTU_70,0.99
OTU_72,OTU_70,0.99
OTU_73,OTU_70,0.99
OTU_74,OTU_70,0.99
OTU_75,OTU_70,0.99
OTU_76,OTU_70,0
OTU_77,OTU_70,0.99
OTU_78,OTU_70,0.99
OTU_79,OTU_70,0.99
OTU_80,OTU_70,0.99
OTU_81,OTU_70,0.99
OTU_82,OTU_70,0.7798637362637363
OTU_83,OTU_70,0.99
OTU_84,OTU_70,0.2163514419852448
OTU_85,OTU_70,0.99
OTU_86,OTU_70,0.99
OTU_87,OTU_70,0.99
OTU_88,OTU_70,0.99
OTU_89,OTU_70,0.99
OTU_90,OTU_70,0
OTU_91,OTU_70,0.99
OTU_92,OTU_70,0.99
OTU_93,OTU_70,0.99
OTU_94,OTU_70,0.99
OTU_95,OTU_70,0.99
OTU_96,OTU_70,0.99
OTU_97,OTU_70,0.99
OTU_98,OTU_70,0.99
OTU_99,OTU_70,0.99
OTU_100,OTU_70,0.99
OTU_101,OTU_70,0.99
OTU_102,OTU_70,0.99
OTU_103,OTU_70,0
OTU_104,OTU_70,0.8197712833545108
OTU_105,OTU_70,0.99
OTU_106,OTU_70,0.99
OTU_107,OTU_70,0.99
OTU_108,OTU_70,0.99
OTU_109,OTU_70,0.99
OTU_110,OTU_70,0.99
OTU_111,OTU_70,0.99
OTU_112,OTU_70,0.99
OTU_113,OTU_70,0.99
OTU_114,OTU_70,0.99
OTU_115,OTU_70,0.99
OTU_116,OTU_70,0
OTU_117,OTU_70,0.99
OTU_118,OTU_70,0.99
OTU_119,OTU_70,0.99
OTU_120,OTU_70,0.99
OTU_121,OTU_70,0.99
OTU_122,OTU_70,0.99
OTU_123,OTU_70,0.99
OTU_124,OTU_70,0.99
OTU_125,OTU_70,0.99
OTU_126,OTU_70,0.99
OTU_127,OTU_70,0.99
OTU_1,OTU_71,0.99
OTU_2,OTU_71,0.99
OTU_3,OTU_71,0.99
OTU_4,OTU_71,0.99
OTU_5,OTU_71,0
OTU_6,OTU_71,0.99
OTU_7,OTU_71,0.99
OTU_8,OTU_71,0.99
OTU_9,OTU_71,0.99
OTU_10,OTU_71,0.99
OTU_11,OTU_71,0.99
OTU_12,OTU_71,0.99
OTU_13,OTU_71,0.99
OTU_14,OTU_71,0.99
OTU_15,OTU_71,0.99
OTU_16,OTU_71,0.884473168820995
OTU_17,OTU_71,0.99
OTU_18,OTU_71,0.99
OTU_19,OTU_71,0.7275146594497068
OTU_20,OTU_71,0.99
OTU_21,OTU_71,0.99
OTU_22,OTU_71,0.99
OTU_23,OTU_71,0.99
OTU_24,OTU_71,0.99
OTU_25,OTU_71,0.99
OTU_26,OTU_71,0.99
OTU_27,OTU_71,0.99
OTU_28,OTU_71,0.99
OTU_29,OTU_71,0.99
OTU_30,OTU_71,0.99
OTU_31,OTU_71,0.99
OTU_32,OTU_71,0.99
OTU_33,OTU_71,0.99
OTU_34,OTU_71,0
OTU_35,OTU_71,0.99
OTU_36,OTU_71,0.99
OTU_37,OTU_71,0.99
OTU_38,OTU_71,0.99
OTU_39,OTU_71,0.99
OTU_40,OTU_71,0.99
OTU_41,OTU_71,0.99
OTU_42,OTU_71,0.9803110475509476
OTU_43,OTU_71,0.99
OTU_44,OTU_71,0
OTU_45,OTU_71,0.99
OTU_46,OTU_71,0
OTU_47,OTU_71,0.99
OTU_48,OTU_71,0.99
OTU_49,OTU_71,0.99
OTU_50,OTU_71,0
OTU_51,OTU_71,0.99
OTU_52,OTU_71,0.99
OTU_53,OTU_71,0.99
OTU_54,OTU_71,0.99
OTU_55,OTU_71,0.99
OTU_56,OTU_71,0.99
OTU_57,OTU_71,0.99
OTU_58,OTU_71,0.99
OTU_59,OTU_71,0.99
OTU_60,OTU_71,0
OTU_61,OTU_71,0.99
OTU_62,OTU_71,0.99
OTU_63,OTU_71,0.99
OTU_64,OTU_71,0.99
OTU_65,OTU_71,0.2163514419852448
OTU_66,OTU_71,0.99
OTU_67,OTU_71,0.99
OTU_68,OTU_71,0.99
OTU_69,OTU_71,0.99
OTU_70,OTU_71,0.99
OTU_71,OTU_71,0
OTU_72,OTU_71,0.99
OTU_73,OTU_71,0.99
OTU_74,OTU_71,0.99
OTU_75,OTU_71,0.99
OTU_76,OTU_71,0
OTU_77,OTU_71,0.99
OTU_78,OTU_71,0.99
OTU_79,OTU_71,0.99
OTU_80,OTU_71,0.99
OTU_81,OTU_71,0.99
OTU_82,OTU_71,0.5775089514066496
OTU_83,OTU_71,0.99
OTU_84,OTU_71,0
OTU_85,OTU_71,0.99
OTU_86,OTU_71,0.99
OTU_87,OTU_71,0.99
OTU_88,OTU_71,0.99
OTU_89,OTU_71,0.99
OTU_90,OTU_71,0
OTU_91,OTU_71,0.99
OTU_92,OTU_71,0.99
OTU_93,OTU_71,0.99
OTU_94,OTU_71,0.99
OTU_95,OTU_71,0.99
OTU_96,OTU_71,0.99
OTU_97,OTU_71,0.99
OTU_98,OTU_71,0.99
OTU_99,OTU_71,0.99
OTU_100,OTU_71,0.99
OTU_101,OTU_71,0.99
OTU_102,OTU_71,0.5205701990317374
OTU_103,OTU_71,0
OTU_104,OTU_71,0.99
OTU_105,OTU_71,0.99
OTU_106,OTU_71,0.99
OTU_107,OTU_71,0.99
OTU_108,OTU_71,0.99
OTU_109,OTU_71,0.99
OTU_110,OTU_71,0.99
OTU_111,OTU_71,0.99
OTU_112,OTU_71,0.99
OTU_113,OTU_71,0.99
OTU_114,OTU_71,0.9803110475509476
OTU_115,OTU_71,0.99
OTU_116,OTU_71,0
OTU_117,OTU_71,0.99
OTU_118,OTU_71,0.99
OTU_119,OTU_71,0.99
OTU_120,OTU_71,0.99
OTU_121,OTU_71,0.99
OTU_122,OTU_71,0.99
OTU_123,OTU_71,0.99
OTU_124,OTU_71,0.99
OTU_125,OTU_71,0.99
OTU_126,OTU_71,0.99
OTU_127,OTU_71,0.99
OTU_1,OTU_72,0.99
OTU_2,OTU_72,0.99
OTU_3,OTU_72,0.99
OTU_4,OTU_72,0.99
OTU_5,OTU_72,0
OTU_6,OTU_72,0.99
OTU_7,OTU_72,0.99
OTU_8,OTU_72,0.99
OTU_9,OTU_72,0.99
OTU_10,OTU_72,0.99
OTU_11,OTU_72,0.99
OTU_12,OTU_72,0.99
OTU_13,OTU_72,0.99
OTU_14,OTU_72,0.99
OTU_15,OTU_72,0.99
OTU_16,OTU_72,0.99
OTU_17,OTU_72,0.99
OTU_18,OTU_72,0.99
OTU_19,OTU_72,0.99
OTU_20,OTU_72,0.99
OTU_21,OTU_72,0.99
OTU_22,OTU_72,0.99
OTU_23,OTU_72,0.99
OTU_24,OTU_72,0.99
OTU_25,OTU_72,0.99
OTU_26,OTU_72,0.99
OTU_27,OTU_72,0.99
OTU_28,OTU_72,0.99
OTU_29,OTU_72,0.8197712833545108
OTU_30,OTU_72,0.99
OTU_31,OTU_72,0.99
OTU_32,OTU_72,0.99
OTU_33,OTU_72,0.99
OTU_34,OTU_72,0.99
OTU_35,OTU_72,0.99
OTU_36,OTU_72,0.99
OTU_37,OTU_72,0.99
OTU_38,OTU_72,0.99
OTU_39,OTU_72,0.99
OTU_40,OTU_72,0.99
OTU_41,OTU_72,0.99
OTU_42,OTU_72,0.99
OTU_43,OTU_72,0.99
OTU_44,OTU_72,0.30072715972653824
OTU_45,OTU_72,0.99
OTU_46,OTU_72,0
OTU_47,OTU_72,0.99
OTU_48,OTU_72,0.99
